languagetool-org_languagetool,susanaboatto_marcoagpinto,0.0,1.0
languagetool-org_languagetool,susanaboatto_MatheusPoletto,0.0,1.0
languagetool-org_languagetool,marcoagpinto_MatheusPoletto,0.12121212121212122,1.0
languagetool-org_languagetool,plumaj_AzadehSafakish,0.0,1.0
strapi_strapi,mfrachet_Feranchz,0.0,0.75
opencrvs_opencrvs-core,euanmillar_Zangetsu101,0.07692307692307693,0.8333333333333334
datagrok-ai_public,dskatov_adrkn,0.0,1.0
datagrok-ai_public,sasha-tsepilova_nuradilK,0.0,1.0
apache_inlong,herywang_castorqin,0.0,1.0
apache_inlong,pjfanning_bigdata-page,0.0,1.0
apache_inlong,jinze1107_huyuanfeng2018,0.0,1.0
apache_inlong,ywh19911024_huyuanfeng2018,0.0,1.0
apache_inlong,yimaixinchen_huyuanfeng2018,0.0,1.0
apache_inlong,ruanwenjun_huyuanfeng2018,0.0,1.0
apache_inlong,pierre94_huyuanfeng2018,0.0,1.0
apache_inlong,ywh19911024_jinze1107,0.0,1.0
apache_inlong,yimaixinchen_jinze1107,0.0,1.0
apache_inlong,ruanwenjun_jinze1107,0.0,1.0
apache_inlong,pierre94_jinze1107,0.0,1.0
apache_inlong,ywh19911024_yimaixinchen,0.0,1.0
apache_inlong,ywh19911024_ruanwenjun,0.0,1.0
apache_inlong,ywh19911024_pierre94,0.0,1.0
apache_inlong,yimaixinchen_ruanwenjun,0.006578947368421052,1.0
apache_inlong,yimaixinchen_pierre94,0.0,1.0
apache_inlong,ruanwenjun_pierre94,0.0045662100456621,1.0
jmix-framework_jmix,KremnevDmitry_GurSergey,0.0,0.5
dotnet_arcade,vitek-karas_dagood,0.18248175182481752,1.0
actions_runner-images,miketimofeev_al-cheb,0.2289156626506024,0.9
conan-io_conan,rasjani_aleksa2808,0.0,1.0
PrefectHQ_prefect,jeanluciano_Prachi-Jain01,0.0,1.0
PrefectHQ_prefect,yashlad681_jeanluciano,0.0,1.0
PrefectHQ_prefect,kmoonwright_jeanluciano,0.0,1.0
PrefectHQ_prefect,jeanluciano_itsngansense,0.0,1.0
PrefectHQ_prefect,rsampaths16_TylerWanner,0.0,1.0
PrefectHQ_prefect,yashlad681_Prachi-Jain01,0.0,1.0
PrefectHQ_prefect,kmoonwright_Prachi-Jain01,0.0,1.0
PrefectHQ_prefect,itsngansense_Prachi-Jain01,0.0,1.0
PrefectHQ_prefect,yashlad681_kmoonwright,0.0,1.0
PrefectHQ_prefect,yashlad681_itsngansense,0.0,1.0
PrefectHQ_prefect,mashun4ek_kingsleyb,0.018867924528301886,1.0
PrefectHQ_prefect,kmoonwright_itsngansense,0.0,1.0
PaddlePaddle_PaddleOCR,livingbody_GreatV,0.014925373134328358,1.0
PaddlePaddle_PaddleOCR,GreatV_Gmgge,0.0,1.0
PaddlePaddle_PaddleOCR,livingbody_Gmgge,0.0,1.0
keycloak_keycloak,rmartinc_mposolda,0.019417475728155338,0.675
vector-im_element-web,stefanceriu_c-cal,0.0,0.5714285714285714
EddieHubCommunity_LinkFree,amanpreet-dev_Shiva-Sai-ssb,0.0,1.0
EddieHubCommunity_LinkFree,devmamunur_Abhishek-90,0.0,1.0
EddieHubCommunity_LinkFree,ikunal-04_TomMirfin,0.0,1.0
EddieHubCommunity_LinkFree,rghdrizzle_ikunal-04,0.0,1.0
EddieHubCommunity_LinkFree,Shashmit_MauryanKansara,0.0,1.0
EddieHubCommunity_LinkFree,yatharth1706_Pushkarm029,0.0,1.0
